,w8脉冲幅值,w8幅值_固定,w8幅值_跳变,w8幅值_滑变,w8幅值_组变,w8幅值_参差,w8脉冲载频,w8载频_固定,w8载频_跳变,w8载频_滑变,w8载频_组变,w8载频_参差,w8重复周期,w8周期_固定,w8周期_跳变,w8周期_滑变,w8周期_组变,w8周期_参差,w8脉冲宽度,w8脉宽_固定,w8脉宽_跳变,w8脉宽_滑变,w8脉宽_组变,w8脉宽_参差,标签
15,47.08536459221145,0.0,47.08536459221145,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,13.550000000000004,0.0,0.0,13.550000000000004,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,2.0
16,48.91238124133427,0.0,48.91238124133427,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,13.600000000000003,0.0,0.0,13.600000000000003,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,2.0
17,43.0434392847613,0.0,43.0434392847613,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,13.650000000000006,0.0,0.0,13.650000000000006,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.37,2.0
18,47.71822721808059,0.0,47.71822721808059,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,13.700000000000006,0.0,0.0,13.700000000000006,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.48,2.0
19,31.68079366811804,0.0,31.68079366811804,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,13.750000000000009,0.0,0.0,13.750000000000009,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.59,2.0
20,43.44393858914816,0.0,43.44393858914816,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,13.800000000000008,0.0,0.0,13.800000000000008,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,2.0
21,34.20034292103798,0.0,34.20034292103798,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,13.850000000000009,0.0,0.0,13.850000000000009,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,2.0
22,31.13673695315692,0.0,31.13673695315692,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,13.90000000000001,0.0,0.0,13.90000000000001,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.37,2.0
23,34.59481581762959,0.0,34.59481581762959,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,13.95000000000001,0.0,0.0,13.95000000000001,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.48,2.0
24,34.75846342418346,0.0,34.75846342418346,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.00000000000001,0.0,0.0,14.00000000000001,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.59,2.0
25,42.46916521466546,0.0,42.46916521466546,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.050000000000011,0.0,0.0,14.050000000000011,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,2.0
26,33.13068637233452,0.0,33.13068637233452,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.100000000000012,0.0,0.0,14.100000000000012,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,2.0
27,40.36234609357221,0.0,40.36234609357221,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.150000000000013,0.0,0.0,14.150000000000013,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.37,2.0
28,41.39305053116777,0.0,41.39305053116777,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.200000000000014,0.0,0.0,14.200000000000014,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.48,2.0
29,34.096508314992285,0.0,34.096508314992285,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.250000000000014,0.0,0.0,14.250000000000014,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.59,2.0
30,51.53327299073409,0.0,51.53327299073409,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.300000000000017,0.0,0.0,14.300000000000017,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,2.0
31,48.58479339177021,0.0,48.58479339177021,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.350000000000016,0.0,0.0,14.350000000000016,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,2.0
32,33.861069962662874,0.0,33.861069962662874,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.400000000000016,0.0,0.0,14.400000000000016,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.37,2.0
33,49.265791420888256,0.0,49.265791420888256,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.450000000000015,0.0,0.0,14.450000000000015,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.48,2.0
34,36.15810996435486,0.0,36.15810996435486,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.500000000000018,0.0,0.0,14.500000000000018,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.59,2.0
35,42.94622316021648,0.0,42.94622316021648,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.550000000000018,0.0,0.0,14.550000000000018,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,2.0
36,48.43597662517203,0.0,48.43597662517203,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.60000000000002,0.0,0.0,14.60000000000002,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,2.0
37,46.90811747508248,0.0,46.90811747508248,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.65000000000002,0.0,0.0,14.65000000000002,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.37,2.0
38,43.79851189108096,0.0,43.79851189108096,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.70000000000002,0.0,0.0,14.70000000000002,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.48,2.0
39,44.93026392194103,0.0,44.93026392194103,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.75000000000002,0.0,0.0,14.75000000000002,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.59,2.0
40,28.92631350456478,0.0,28.92631350456478,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.800000000000022,0.0,0.0,14.800000000000022,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,2.0
41,46.21469260773979,0.0,46.21469260773979,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.850000000000025,0.0,0.0,14.850000000000025,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,2.0
42,49.60123948769629,0.0,49.60123948769629,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.900000000000023,0.0,0.0,14.900000000000023,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.37,2.0
43,35.87233289023242,0.0,35.87233289023242,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.950000000000024,0.0,0.0,14.950000000000024,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.48,2.0
44,48.16508768829912,0.0,48.16508768829912,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,15.000000000000025,0.0,0.0,15.000000000000025,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.59,2.0
45,43.73146814537798,0.0,43.73146814537798,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,15.050000000000026,0.0,0.0,15.050000000000026,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,2.0
46,46.48852729999325,0.0,46.48852729999325,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,15.100000000000026,0.0,0.0,15.100000000000026,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,2.0
47,33.69241025821658,0.0,33.69241025821658,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,15.150000000000029,0.0,0.0,15.150000000000029,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.37,2.0
48,47.01278528452581,0.0,47.01278528452581,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,15.200000000000028,0.0,0.0,15.200000000000028,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.48,2.0
49,28.10476830255349,0.0,28.10476830255349,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,15.250000000000028,0.0,0.0,15.250000000000028,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.59,2.0
50,43.97088601429352,0.0,43.97088601429352,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,15.30000000000003,0.0,0.0,15.30000000000003,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,2.0
51,44.62481943628343,0.0,44.62481943628343,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,15.35000000000003,0.0,0.0,15.35000000000003,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,2.0
52,31.36308218250092,0.0,31.36308218250092,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,15.40000000000003,0.0,0.0,15.40000000000003,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.37,2.0
53,43.89510159916075,0.0,43.89510159916075,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,15.450000000000031,0.0,0.0,15.450000000000031,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.48,2.0
54,49.64725026937775,0.0,49.64725026937775,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,15.500000000000032,0.0,0.0,15.500000000000032,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.59,2.0
55,50.23159812024228,0.0,50.23159812024228,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,15.550000000000033,0.0,0.0,15.550000000000033,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,2.0
56,34.17338135887575,0.0,34.17338135887575,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,15.600000000000032,0.0,0.0,15.600000000000032,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,2.0
57,49.5249011342263,0.0,49.5249011342263,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,15.650000000000034,0.0,0.0,15.650000000000034,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.37,2.0
58,39.78203964933053,0.0,39.78203964933053,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,15.700000000000037,0.0,0.0,15.700000000000037,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.48,2.0
59,47.81741290479961,0.0,47.81741290479961,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,15.750000000000036,0.0,0.0,15.750000000000036,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.59,2.0
60,47.75183723998741,0.0,47.75183723998741,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,15.800000000000036,0.0,0.0,15.800000000000036,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,2.0
61,35.96628252930207,0.0,35.96628252930207,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,15.850000000000035,0.0,0.0,15.850000000000035,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,2.0
62,45.99575942972889,0.0,45.99575942972889,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,15.900000000000038,0.0,0.0,15.900000000000038,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.37,2.0
63,47.42110383027697,0.0,47.42110383027697,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,15.950000000000038,0.0,0.0,15.950000000000038,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.48,2.0
64,31.00451942635541,0.0,31.00451942635541,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,16.00000000000004,0.0,0.0,16.00000000000004,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.59,2.0
65,42.16002266589344,0.0,42.16002266589344,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,16.05000000000004,0.0,0.0,16.05000000000004,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,2.0
66,28.28862981861316,0.0,28.28862981861316,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,16.10000000000004,0.0,0.0,16.10000000000004,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,2.0
67,48.51532275783306,0.0,48.51532275783306,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,16.15000000000004,0.0,0.0,16.15000000000004,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.37,2.0
68,51.882935026522695,0.0,51.882935026522695,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,16.200000000000042,0.0,0.0,16.200000000000042,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.48,2.0
69,31.440534749186167,0.0,31.440534749186167,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,16.250000000000043,0.0,0.0,16.250000000000043,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.59,2.0
70,34.622506798569106,0.0,34.622506798569106,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,16.300000000000043,0.0,0.0,16.300000000000043,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,2.0
71,37.65262212491981,0.0,37.65262212491981,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,16.350000000000044,0.0,0.0,16.350000000000044,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,2.0
72,50.92471333842006,0.0,50.92471333842006,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,16.400000000000045,0.0,0.0,16.400000000000045,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.37,2.0
73,46.666182885730194,0.0,46.666182885730194,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,16.450000000000045,0.0,0.0,16.450000000000045,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.48,2.0
74,49.07373918630229,0.0,49.07373918630229,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,16.500000000000046,0.0,0.0,16.500000000000046,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.59,2.0
75,33.3566946934245,0.0,33.3566946934245,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,16.550000000000047,0.0,0.0,16.550000000000047,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,2.0
76,40.98243020894819,0.0,40.98243020894819,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,13.3,0.0,0.0,13.3,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,2.0
77,48.86213892969096,0.0,48.86213892969096,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,13.35,0.0,0.0,13.35,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.37,2.0
78,45.32410753931653,0.0,45.32410753931653,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,13.400000000000002,0.0,0.0,13.400000000000002,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.48,2.0
79,28.190820595958712,0.0,28.190820595958712,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,13.450000000000005,0.0,0.0,13.450000000000005,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.59,2.0
80,46.778545790643705,0.0,46.778545790643705,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,13.500000000000004,0.0,0.0,13.500000000000004,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,2.0
81,29.448602636815348,0.0,29.448602636815348,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,13.550000000000004,0.0,0.0,13.550000000000004,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,2.0
82,41.52009254990484,0.0,41.52009254990484,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,13.600000000000003,0.0,0.0,13.600000000000003,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.37,2.0
83,36.64216127302062,0.0,36.64216127302062,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,13.650000000000006,0.0,0.0,13.650000000000006,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.48,2.0
84,35.8580981083462,0.0,35.8580981083462,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,13.700000000000006,0.0,0.0,13.700000000000006,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.59,2.0
85,48.65371744963768,0.0,48.65371744963768,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,13.750000000000009,0.0,0.0,13.750000000000009,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,2.0
86,32.08990530981689,0.0,32.08990530981689,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,13.800000000000008,0.0,0.0,13.800000000000008,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,2.0
87,37.04415631855294,0.0,37.04415631855294,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,13.850000000000009,0.0,0.0,13.850000000000009,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.37,2.0
88,37.66164947513858,0.0,37.66164947513858,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,13.90000000000001,0.0,0.0,13.90000000000001,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.48,2.0
89,49.31243576147263,0.0,49.31243576147263,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,13.95000000000001,0.0,0.0,13.95000000000001,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.59,2.0
90,49.81239039260237,0.0,49.81239039260237,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.00000000000001,0.0,0.0,14.00000000000001,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,2.0
91,49.498087784660655,0.0,49.498087784660655,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.050000000000011,0.0,0.0,14.050000000000011,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,2.0
92,36.610994522018565,0.0,36.610994522018565,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.100000000000012,0.0,0.0,14.100000000000012,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.37,2.0
93,39.26508080725648,0.0,39.26508080725648,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.150000000000013,0.0,0.0,14.150000000000013,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.48,2.0
94,35.72161887362864,0.0,35.72161887362864,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.200000000000014,0.0,0.0,14.200000000000014,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.59,2.0
95,33.92614309432704,0.0,33.92614309432704,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.250000000000014,0.0,0.0,14.250000000000014,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,2.0
96,29.91460541466105,0.0,29.91460541466105,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.300000000000017,0.0,0.0,14.300000000000017,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,2.0
97,37.85776381718746,0.0,37.85776381718746,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.350000000000016,0.0,0.0,14.350000000000016,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.37,2.0
98,36.79637345428606,0.0,36.79637345428606,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.400000000000016,0.0,0.0,14.400000000000016,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.48,2.0
99,39.37562953834833,0.0,39.37562953834833,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.450000000000015,0.0,0.0,14.450000000000015,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.59,2.0
100,39.092284727526085,0.0,39.092284727526085,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.500000000000018,0.0,0.0,14.500000000000018,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,2.0
101,28.69994617344923,0.0,28.69994617344923,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.550000000000018,0.0,0.0,14.550000000000018,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,2.0
102,44.832530412721866,0.0,44.832530412721866,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.60000000000002,0.0,0.0,14.60000000000002,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.37,2.0
103,40.56031856807992,0.0,40.56031856807992,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.65000000000002,0.0,0.0,14.65000000000002,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.48,2.0
104,50.06992213799492,0.0,50.06992213799492,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.70000000000002,0.0,0.0,14.70000000000002,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.59,2.0
105,38.890549732150944,0.0,38.890549732150944,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.75000000000002,0.0,0.0,14.75000000000002,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,2.0
106,38.0416495103597,0.0,38.0416495103597,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.800000000000022,0.0,0.0,14.800000000000022,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,2.0
107,46.34050110122724,0.0,46.34050110122724,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.850000000000025,0.0,0.0,14.850000000000025,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.37,2.0
108,50.107394675209136,0.0,50.107394675209136,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.900000000000023,0.0,0.0,14.900000000000023,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.48,2.0
109,37.12978258634682,0.0,37.12978258634682,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,14.950000000000024,0.0,0.0,14.950000000000024,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.59,2.0
110,30.226895195940656,0.0,30.226895195940656,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,15.000000000000025,0.0,0.0,15.000000000000025,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,2.0
111,35.441305468658214,0.0,35.441305468658214,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,15.050000000000026,0.0,0.0,15.050000000000026,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,2.0
112,47.91352070915567,0.0,47.91352070915567,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,15.100000000000026,0.0,0.0,15.100000000000026,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.37,2.0
113,28.197812152820973,0.0,28.197812152820973,0.0,0.0,0.0,9560.0,0.0,0.0,0.0,9560.0,0.0,15.150000000000029,0.0,0.0,15.150000000000029,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.48,2.0
